,name,team,position,gamesPlayed,fumblesForced,fumblesRecovered,fumblesTouchdowns,completions,passingAttempts,completionPct,passingYards,yardsPerPassAttempt,passingYardsPerGame,longPassing,passingTouchdowns,interceptions,sacks,sackYardsLost,QBR,QBRating,adjQBR,rushingAttempts,rushingYards,yardsPerRushAttempt,longRushing,rushingBigPlays,rushingTouchdowns,rushingYardsPerGame,rushingFumbles,rushingFumblesLost,rushingFirstDowns,receptions,receivingTargets,receivingYards,yardsPerReception,receivingTouchdowns,longReception,receivingBigPlays,receivingYardsPerGame,receivingFumbles,receivingFumblesLost,receivingYardsAfterCatch,receivingFirstDowns,soloTackles,assistTackles,totalTackles,sacks,sackYards,tacklesForLoss,passesDefended,longInterception,interceptions,interceptionYards,interceptionTouchdowns,rushingTouchdowns,receivingTouchdowns,returnTouchdowns,totalTouchdowns,fieldGoals,kickExtraPoints,totalTwoPointConvs,totalPoints,totalPointsPerGame,kickReturns,kickReturnYards,yardsPerKickReturn,longKickReturn,kickReturnTouchdowns,puntReturns,puntReturnYards,yardsPerPuntReturn,longPuntReturn,puntReturnTouchdowns,puntReturnFairCatches,fieldGoalsMade,fieldGoalAttempts,fieldGoalPct,longFieldGoalMade,fieldGoalsMade1_19,fieldGoalsMade20_29,fieldGoalsMade30_39,fieldGoalsMade40_49,fieldGoalsMade50,fieldGoalAttempts1_19,fieldGoalAttempts20_29,fieldGoalAttempts30_39,fieldGoalAttempts40_49,fieldGoalAttempts50,extraPointsMade,extraPointAttempts,extraPointPct,punts,puntYards,longPunt,grossAvgPuntYards,netAvgPuntYards,puntsBlocked,puntsInside20,touchbacks,fairCatches,puntReturns,puntReturnYards,avgPuntReturnYards
30,Jalen Hurts,Eagles,QB,15.0,0.0,0.0,0.0,248.0,361.0,68.697998046875,2903.0,8.041999816894531,193.53334045410156,67.0,18.0,5.0,38.0,271.0,67.68,103.68800354003906,66.18,150.0,630.0,4.199999809265137,35.0,7.0,14.0,42.0,4.0,2.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,84.0,5.599999904632568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Kyler Murray,Cardinals,QB,15.0,0.0,0.0,-1.0,314.0,458.0,68.55899810791016,3288.0,7.178999900817871,219.1999969482422,60.0,16.0,9.0,26.0,182.0,65.94,92.58599853515625,67.75,71.0,518.0,7.296000003814697,50.0,6.0,5.0,34.53333282470703,4.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,1.0,32.0,2.132999897003174,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
32,Lamar Jackson,Ravens,QB,16.0,0.0,0.0,-9.0,300.0,442.0,67.87300109863281,3955.0,8.947999954223633,247.1875,84.0,39.0,4.0,23.0,149.0,77.47,121.56900024414062,77.69,130.0,852.0,6.553999900817871,48.0,8.0,4.0,53.25,6.0,4.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,1.0,26.0,1.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Derek Carr,Saints,QB,10.0,0.0,0.0,0.0,189.0,279.0,67.74199676513672,2145.0,7.688000202178955,214.5,71.0,15.0,5.0,8.0,48.0,68.12,101.02300262451172,64.54,17.0,71.0,4.176000118255615,13.0,0.0,1.0,7.099999904632568,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.6000000238418579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Drake Maye,Patriots,QB,11.0,0.0,0.0,-13.0,213.0,315.0,67.61900329589844,2159.0,6.854000091552734,196.27272033691406,40.0,14.0,10.0,29.0,190.0,58.13,88.5780029296875,58.36,48.0,389.0,8.104000091552734,41.0,3.0,2.0,35.3636360168457,3.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,1.090999960899353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Patrick Mahomes,Chiefs,QB,16.0,0.0,0.0,0.0,392.0,581.0,67.47000122070312,3928.0,6.761000156402588,245.5,54.0,26.0,11.0,36.0,239.0,68.98,93.50599670410156,68.62,58.0,307.0,5.293000221252441,33.0,2.0,2.0,19.1875,1.0,0.0,22.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.125,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Sam Darnold,Vikings,QB,15.0,0.0,0.0,-7.0,310.0,461.0,67.24500274658203,3776.0,8.190999984741211,251.73333740234375,97.0,32.0,11.0,45.0,306.0,62.43,105.44599914550781,62.02,61.0,205.0,3.3610000610351562,19.0,0.0,1.0,13.666666984558105,3.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.4000000059604645,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
37,Kirk Cousins,Falcons,QB,14.0,0.0,0.0,-13.0,303.0,453.0,66.88700103759766,3508.0,7.74399995803833,250.57142639160156,60.0,18.0,16.0,28.0,201.0,51.09,88.61799621582031,51.98,23.0,0.0,0.0,13.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
38,Trey Lance,Cowboys,QB,2.0,0.0,0.0,0.0,4.0,6.0,66.66699981689453,21.0,3.5,10.5,10.0,0.0,1.0,2.0,7.0,4.33,32.638999938964844,4.4,4.0,14.0,3.5,11.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Josh Johnson,Ravens,QB,5.0,,,0.0,2.0,3.0,66.66699981689453,17.0,5.666999816894531,3.4000000953674316,16.0,0.0,0.0,1.0,5.0,14.45,81.25,16.97,4.0,1.0,0.25,2.0,0.0,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Hendon Hooker,Lions,QB,3.0,,,0.0,6.0,9.0,66.66699981689453,62.0,6.888999938964844,20.66666603088379,21.0,0.0,0.0,1.0,9.0,48.72,86.34300231933594,42.42,5.0,2.0,0.4000000059604645,3.0,0.0,0.0,0.6666666865348816,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Matthew Stafford,Rams,QB,15.0,0.0,0.0,0.0,323.0,485.0,66.5979995727539,3573.0,7.367000102996826,238.1999969482422,69.0,20.0,8.0,28.0,213.0,63.54,95.1500015258789,65.7,24.0,25.0,1.0420000553131104,15.0,0.0,0.0,1.6666666269302368,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Joe Flacco,Colts,QB,6.0,0.0,0.0,0.0,113.0,170.0,66.47100067138672,1167.0,6.864999771118164,194.5,65.0,9.0,5.0,13.0,101.0,52.24,91.47100067138672,54.28,8.0,25.0,3.125,21.0,1.0,0.0,4.166666507720947,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Gardner Minshew,Raiders,QB,10.0,0.0,0.0,-3.0,203.0,306.0,66.33999633789062,2013.0,6.578000068664551,201.3000030517578,57.0,9.0,10.0,29.0,164.0,36.55,80.96399688720703,38.36,19.0,58.0,3.052999973297119,11.0,0.0,0.0,5.800000190734863,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Andy Dalton,Panthers,QB,6.0,0.0,0.0,0.0,106.0,160.0,66.25,989.0,6.181000232696533,164.8333282470703,39.0,7.0,6.0,7.0,37.0,59.77,82.00499725341797,56.4,11.0,34.0,3.0910000801086426,18.0,0.0,0.0,5.666666507720947,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Justin Fields,Steelers,QB,10.0,0.0,0.0,0.0,106.0,161.0,65.83899688720703,1106.0,6.869999885559082,110.5999984741211,55.0,5.0,1.0,16.0,124.0,52.83,93.33599853515625,53.41,62.0,289.0,4.660999774932861,30.0,1.0,5.0,28.899999618530273,4.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,30.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Michael Penix Jr.,Falcons,QB,3.0,,,0.0,21.0,32.0,65.625,240.0,7.5,80.0,22.0,0.0,1.0,1.0,0.0,59.36,75.0,50.76,4.0,3.0,0.75,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Mac Jones,Jaguars,QB,8.0,0.0,0.0,0.0,136.0,208.0,65.38500213623047,1273.0,6.119999885559082,159.125,62.0,5.0,7.0,10.0,80.0,34.51,76.06199645996094,35.71,17.0,53.0,3.118000030517578,13.0,0.0,1.0,6.625,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Brock Purdy,49ers,QB,14.0,0.0,0.0,0.0,273.0,420.0,65.0,3487.0,8.302000045776367,249.07142639160156,76.0,17.0,10.0,29.0,144.0,65.43,94.41500091552734,65.36,63.0,311.0,4.936999797821045,16.0,0.0,4.0,22.214284896850586,2.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,24.0,1.7139999866485596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Dak Prescott,Cowboys,QB,8.0,0.0,0.0,0.0,185.0,286.0,64.68499755859375,1978.0,6.915999889373779,247.25,65.0,11.0,8.0,21.0,112.0,45.06,85.97000122070312,46.56,13.0,54.0,4.1539998054504395,22.0,1.0,1.0,6.75,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Justin Herbert,Chargers,QB,15.0,0.0,0.0,0.0,278.0,430.0,64.6510009765625,3243.0,7.541999816894531,216.1999969482422,66.0,18.0,3.0,40.0,234.0,63.89,98.43000030517578,62.33,62.0,252.0,4.065000057220459,38.0,3.0,2.0,16.799999237060547,2.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.800000011920929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Russell Wilson,Steelers,QB,10.0,0.0,0.0,-6.0,197.0,305.0,64.58999633789062,2334.0,7.6519999504089355,233.39999389648438,46.0,15.0,5.0,29.0,190.0,54.12,97.35700225830078,52.59,39.0,139.0,3.563999891281128,19.0,0.0,2.0,13.899999618530273,2.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,1.2000000476837158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Bo Nix,Broncos,QB,15.0,0.0,0.0,-2.0,326.0,507.0,64.30000305175781,3235.0,6.38100004196167,215.6666717529297,93.0,22.0,11.0,22.0,185.0,53.25,87.677001953125,53.28,78.0,352.0,4.513000011444092,32.0,5.0,4.0,23.46666717529297,1.0,0.0,33.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.13333334028720856,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,30.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Mason Rudolph,Titans,QB,6.0,0.0,0.0,0.0,120.0,188.0,63.83000183105469,1267.0,6.738999843597412,211.1666717529297,47.0,8.0,8.0,7.0,48.0,55.06,79.80899810791016,54.02,19.0,78.0,4.105000019073486,14.0,0.0,1.0,13.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Josh Allen,Bills,QB,15.0,0.0,0.0,0.0,291.0,456.0,63.816001892089844,3549.0,7.7829999923706055,236.60000610351562,64.0,26.0,6.0,14.0,63.0,76.72,101.21499633789062,76.77,97.0,514.0,5.298999786376953,30.0,5.0,11.0,34.266666412353516,1.0,0.0,49.0,0.0,0.0,7.0,0.0,1.0,7.0,0.0,0.46666666865348816,0.0,0.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,12.0,0.0,0.0,0.0,72.0,4.800000190734863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Will Levis,Titans,QB,11.0,0.0,0.0,-11.0,181.0,284.0,63.731998443603516,1916.0,6.745999813079834,174.18182373046875,98.0,12.0,12.0,40.0,225.0,28.81,79.78299713134766,30.15,41.0,175.0,4.26800012588501,21.0,1.0,0.0,15.909090995788574,3.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Skylar Thompson,Dolphins,QB,3.0,,,0.0,21.0,33.0,63.63600158691406,187.0,5.666999816894531,62.33333206176758,22.0,0.0,0.0,6.0,44.0,3.06,78.7249984741211,3.74,1.0,4.0,4.0,4.0,0.0,0.0,1.3333333730697632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
57,Deshaun Watson,Browns,QB,7.0,0.0,0.0,0.0,137.0,216.0,63.42599868774414,1148.0,5.315000057220459,164.0,35.0,5.0,3.0,33.0,191.0,25.13,79.01200103759766,23.01,31.0,148.0,4.77400016784668,16.0,0.0,1.0,21.14285659790039,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.8569999933242798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Daniel Jones,Vikings,QB,10.0,0.0,0.0,0.0,216.0,341.0,63.34299850463867,2070.0,6.070000171661377,207.0,43.0,8.0,7.0,29.0,172.0,47.21,79.42900085449219,47.41,67.0,265.0,3.9549999237060547,24.0,1.0,2.0,26.5,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,1.2000000476837158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Aidan O'Connell,Raiders,QB,7.0,0.0,0.0,-6.0,110.0,174.0,63.21799850463867,1156.0,6.644000053405762,165.14285278320312,58.0,4.0,3.0,9.0,72.0,40.71,82.9260025024414,39.18,14.0,18.0,1.2860000133514404,13.0,0.0,1.0,2.5714285373687744,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.8569999933242798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Jordan Love,Packers,QB,13.0,0.0,0.0,0.0,242.0,383.0,63.185001373291016,3135.0,8.1850004196167,241.15383911132812,70.0,24.0,11.0,11.0,77.0,66.16,97.76399993896484,67.79,24.0,77.0,3.2079999446868896,14.0,0.0,1.0,5.92307710647583,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.4620000123977661,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
61,Aaron Rodgers,Jets,QB,15.0,0.0,0.0,0.0,333.0,530.0,62.83000183105469,3511.0,6.625,234.06666564941406,71.0,24.0,8.0,33.0,259.0,51.0,90.8489990234375,51.84,22.0,107.0,4.863999843597412,18.0,0.0,0.0,7.133333206176758,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,C.J. Stroud,Texans,QB,16.0,0.0,0.0,-3.0,330.0,526.0,62.737998962402344,3677.0,6.989999771118164,229.8125,67.0,19.0,12.0,52.0,408.0,49.19,86.0270004272461,48.96,52.0,233.0,4.480999946594238,25.0,2.0,0.0,14.5625,3.0,2.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Caleb Williams,Bears,QB,16.0,0.0,0.0,-7.0,330.0,533.0,61.91400146484375,3393.0,6.366000175476074,212.0625,47.0,19.0,6.0,67.0,459.0,44.53,87.39399719238281,45.8,78.0,479.0,6.140999794006348,24.0,2.0,0.0,29.9375,4.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Desmond Ridder,Raiders,QB,5.0,0.0,0.0,-3.0,51.0,83.0,61.44599914550781,447.0,5.386000156402588,89.4000015258789,28.0,2.0,2.0,10.0,64.0,37.1,73.72000122070312,30.37,9.0,36.0,4.0,11.0,0.0,0.0,7.199999809265137,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Cooper Rush,Cowboys,QB,11.0,0.0,0.0,-7.0,172.0,280.0,61.42900085449219,1697.0,6.060999870300293,154.27272033691406,64.0,11.0,3.0,12.0,88.0,44.35,87.15799713134766,40.48,25.0,16.0,0.6399999856948853,9.0,0.0,0.0,1.454545497894287,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Jameis Winston,Browns,QB,12.0,0.0,0.0,0.0,181.0,296.0,61.14899826049805,2121.0,7.165999889373779,176.75,89.0,13.0,12.0,24.0,130.0,52.83,80.6449966430664,57.17,25.0,83.0,3.319999933242798,13.0,0.0,1.0,6.916666507720947,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Trevor Lawrence,Jaguars,QB,10.0,0.0,0.0,0.0,172.0,284.0,60.5629997253418,2045.0,7.201000213623047,204.5,85.0,11.0,7.0,18.0,140.0,56.7,85.1969985961914,58.43,26.0,119.0,4.577000141143799,33.0,1.0,3.0,11.899999618530273,0.0,0.0,13.0,0.0,0.0,-5.0,0.0,0.0,-5.0,0.0,-0.5,1.0,0.0,-5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,18.0,1.7999999523162842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Bryce Young,Panthers,QB,12.0,0.0,0.0,0.0,194.0,322.0,60.24800109863281,1949.0,6.052999973297119,162.4166717529297,83.0,10.0,9.0,24.0,148.0,48.72,76.21600341796875,47.21,36.0,217.0,6.0279998779296875,34.0,3.0,4.0,18.08333396911621,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,24.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Jacoby Brissett,Patriots,QB,7.0,0.0,0.0,0.0,94.0,159.0,59.11899948120117,828.0,5.208000183105469,118.28571319580078,50.0,2.0,1.0,18.0,119.0,43.05,74.62000274658203,43.13,15.0,62.0,4.132999897003174,16.0,0.0,0.0,8.857142448425293,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
